procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 680848 1778636  44164 889880    0   84  9418 25091 12349   25  4  2 93  1  0  0
 1  0 680848 1693468  44192 889864    0    0     0   300 3369 2525 11  2 87  0  0  0
 0  0 680848 1749944  44540 889992   16    0    64  3732 4029 4463  7  1 92  1  0  0
 0  0 680848 1749944  44764 889768    0    0     0  2252 1852 2145  0  0 99  0  0  0
 0  0 680848 1753892  44800 890000    4    0     4   260 1570 1689  0  0 100  0  0  0
 0  0 680848 1760508  44840 889976    0    0     0   140 1408 1514  0  0 100  0  0  0
 0  0 680848 1763196  44872 890004    0    0     0   124 1712 1899  0  0 100  0  0  0
 0  0 680848 1765544  44944 889988    0    0     0   428 1888 2101  0  0 100  0  0  0
 0  0 680848 1769628  44976 889976    0    0     0    80 1746 1924  0  0 100  0  0  0
 0  0 680848 1771176  44976 890008    4    0     4     0 1417 1482  0  0 100  0  0  0
 1  0 680848 1725372  44976 890008    0    0     0     0 2109 1734  5  1 94  0  0  0
 1  0 680848 1694172  45008 890036    0    0     0   356 3182 2316 12  1 87  0  0  0
 1  0 680848 1633808  45056 889996    0    0     0   232 3018 2131 11  2 87  0  0  0
 0  0 680848 1682300  45184 890108    0    0    16  1784 3400 3277  7  1 92  0  0  0
 0  0 680848 1689856  45196 890100    4    0     4    60 1580 1645  0  0 99  0  0  0
 0  0 680848 1706700  45196 890112    0    0     0     4 1393 1476  0  0 100  0  0  0
 0  0 680848 1720644  45296 890012    0    0     0  1064 1883 2137  0  0 100  0  0  0
 0  0 680848 1725364  45328 890240    0    0     0   232 1381 1561  0  0 100  0  0  0
 0  0 680848 1732716  45340 890228    0    0     0   132 1279 1481  0  0 100  0  0  0
 0  0 680848 1738932  45340 890244    0    0     0     0 1340 1450  0  0 100  0  0  0
 0  0 680848 1747980  45340 890244    0    0     0     0 1399 1477  0  0 100  0  0  0
 0  0 680848 1751724  45340 890248    0    0     0     0 1729 1640  0  0 100  0  0  0
 0  0 680848 1774424  45376 890076    0    0     0   116 3573 11208  2  1 97  0  0  0
 0  0 680848 1775140  45464 890272    0    0     0   448 1971 2213  0  0 100  0  0  0
 0  0 680848 1776504  45464 890272    0    0     0     0 1416 1449  0  0 100  0  0  0
 0  0 680848 1777172  45464 890272    0    0     0    20 1460 1477  0  0 100  0  0  0
 0  0 680848 1778416  45504 890236    0    0     0   268 1777 1963  0  0 100  0  0  0
 0  0 680848 1779144  45532 890276    0    0     0   244 1525 1655  0  0 100  0  0  0
 0  0 680848 1779144  45532 890276    0    0     0     4 1355 1444  0  0 100  0  0  0
 0  0 680848 1779144  45532 890276    0    0     0    48 1498 1597  0  0 100  0  0  0
 0  0 680848 1779400  45532 890280    0    0     0  1820 1485 1525  0  0 100  0  0  0
 0  0 680848 1779400  45532 890280    0    0     0     0 1375 1454  0  0 100  0  0  0
 0  0 680848 1779148  45548 890264    0    0     0   172 1398 1487  0  0 100  0  0  0
 1  0 680848 1731948  45564 890292    0    0     0    60 1941 1661  5  1 94  0  0  0
 1  0 680848 1671760  45764 890128    0    0    48   692 4055 3847 12  1 87  0  0  0
 0  0 680848 1771888  45776 890388    0    0     0   204 1706 1648  1  0 99  0  0  0
 0  0 680848 1771888  45828 890340    0    0     0   200 1815 1958  0  0 100  0  0  0
 0  0 680848 1771888  46008 890404    0    0     0  1876 2093 2409  0  0 99  0  0  0
 0  0 680848 1771888  46036 890408    0    0     0    80 1764 1892  0  0 100  0  0  0
 0  0 680848 1771888  46036 890420    0    0     0    12 1515 1528  0  0 100  0  0  0
 0  0 680848 1771888  46036 890552    0    0     0  1420 1527 1525  0  0 100  0  0  0
 0  0 680848 1771136  46076 890552    0    0     0   308 1824 1821  0  0 100  0  0  0
 0  0 680848 1771136  46100 890552    0    0     0   100 1487 1542  0  0 100  0  0  0
 1  0 680848 1680852  46100 890556    0    0     0     0 2915 2134 10  1 88  0  0  0
 2  0 680848 1710764  46156 890584    0    0     0   192 3088 2271 12  1 87  0  0  0
 1  0 680848 1662448  46288 890608    0    0    32   380 3857 3293 12  1 87  0  0  0
 0  0 680848 1694716  46336 890656    0    0     0   264 1985 2016  1  0 98  0  0  0
 0  0 680848 1703360  46376 890656    0    0     0   184 1535 1629  0  0 100  0  0  0
 0  0 680848 1719804  46408 890656    0    0     0   176 1470 1556  0  0 100  0  0  0
 0  0 680848 1727464  46496 890664    4    0     4   904 1790 1958  0  0 100  0  0  0
 0  0 680848 1733604  46520 890664    0    0     0    96 1467 1576  0  0 100  0  0  0
 0  0 680848 1739468  46520 890664    0    0     0    80 1421 1471  0  0 100  0  0  0
 0  0 680848 1744660  46552 890664    0    0     0    92 1740 1852  0  0 100  0  0  0
 0  0 680848 1748544  46608 890668    0    0     0   268 1797 1950  0  0 100  0  0  0
 0  0 680848 1751564  46608 890668    0    0     0     0 1377 1437  0  0 100  0  0  0
 0  0 680848 1754644  47012 890720    0    0     0  3396 3453 4196  2  0 97  1  0  0
 0  0 680848 1757236  47052 890708    0    0    16  2160 2008 1994  0  0 100  0  0  0
 0  0 680848 1759032  47084 890752    0    0     0   300 1600 1663  0  0 100  0  0  0
 0  0 680848 1762312  47084 890752    0    0     0     0 1371 1450  0  0 100  0  0  0
 0  0 680848 1765356  47084 890752    0    0     0     0 1480 1501  0  0 100  0  0  0
 0  0 680848 1768020  47084 890752    0    0     0    20 1471 1518  0  0 100  0  0  0
 0  0 680848 1769708  47084 890752    0    0     0     0 1583 1537  0  0 100  0  0  0
