procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 680592 1763020  54016 895708    0   68  7624 20378 10353   21  4  2 94  1  0  0
 1  0 680592 1680212  54016 895724    0    0     0     8 3162 2424 11  2 87  0  0  0
 1  0 680592 1692092  54168 895824    0    0    48  2148 4170 4301  7  1 92  1  0  0
 0  0 680592 1700156  54188 895912    0    0    88   172 1794 1993  0  0 100  0  0  0
 0  0 680592 1708220  54216 895912    0    0     0   100 1865 2030  0  0 100  0  0  0
 0  0 680592 1715912  54216 895912    0    0     0     0 1466 1520  0  0 100  0  0  0
 0  0 680592 1721540  54216 895916    0    0     0    16 1765 1683  0  0 100  0  0  0
 0  0 680592 1727680  54296 895916    0    0     0  1888 2015 2304  0  0 100  0  0  0
 0  0 680592 1733052  54312 895916    0    0     0    76 1529 1573  0  0 100  0  0  0
 0  0 680592 1737752  54312 895920    0    0     0    52 1477 1532  0  0 100  0  0  0
 1  0 680592 1713000  54312 895920    0    0     0     0 2059 1694  5  1 94  0  0  0
 1  0 680592 1717556  54312 895944    4    0     4    60 3303 2359 12  1 87  0  0  0
 1  0 680592 1638416  54356 895960    0    0     0  1592 3459 2684 12  1 87  0  0  0
 0  0 680592 1655384  54460 896012    0    0    16   396 3357 3305  6  1 92  0  0  0
 0  0 680592 1655384  54476 896012    0    0     0   296 1522 1655  0  0 100  0  0  0
 0  0 680592 1680648  54476 896012    0    0     0    92 1438 1529  0  0 100  0  0  0
 0  0 680592 1691396  54476 896016    0    0     0    24 1582 1606  0  0 100  0  0  0
 0  0 680592 1701020  54500 896016    0    0     0   788 1843 1978  0  0 100  0  0  0
 0  0 680592 1709444  54532 896016    0    0     0   132 1841 2046  0  0 99  0  0  0
 0  0 680592 1716584  54560 896024    0    0     0   292 1961 2161  0  0 100  0  0  0
 0  0 680592 1719056  54712 896024    0    0     0  2580 1903 2265  0  0 99  0  0  0
 0  0 680592 1728540  54712 896024    0    0     0    96 1470 1505  0  0 100  0  0  0
 0  0 680592 1731440  54736 896032    0    0     0   152 2132 2203  0  0 99  0  0  0
 0  0 680592 1737312  54776 896036    0    0     0   332 1700 1816  0  0 99  0  0  0
 0  0 680592 1738596  54776 896036    0    0     0     0 1423 1478  0  0 100  0  0  0
 0  0 680592 1744496  54776 896036    0    0     0     0 1419 1512  0  0 100  0  0  0
 0  0 680592 1746492  54776 896040    0    0     0     4 1762 1714  0  0 100  0  0  0
 0  0 680592 1748300  54776 896040    0    0     0    32 1504 1573  0  0 100  0  0  0
 0  0 680592 1749872  54780 896044    0    0     0  1568 1861 1818  0  0 99  0  0  0
 0  0 680592 1751252  54784 896044    0    0     0    76 1511 1589  0  0 100  0  0  0
 0  0 680592 1750160  54816 896144    0    0     0   164 2798 3218  1  0 98  0  0  0
 0  0 680592 1750668  54832 896152    0    0     0   204 1629 1672  0  0 100  0  0  0
 0  0 680592 1750668  54852 896152    0    0     0    84 1920 2035  0  0 100  0  0  0
 1  0 680592 1693840  54876 896156    0    0     0   360 2564 2239  6  1 93  0  0  0
 1  0 680592 1678948  55032 896252    0    0    32   708 4526 4367 12  1 87  0  0  0
 0  0 680592 1711840  55048 896252    0    0     0    96 1569 1599  0  0 100  0  0  0
 0  0 680592 1716512  55060 896240    0    0     0   116 1657 1650  0  0 100  0  0  0
 0  0 680592 1721164  55156 896252    0    0     0  1936 2005 2282  0  0 100  0  0  0
 0  0 680592 1724440  55156 896252    0    0     0  1492 1595 1587  0  0 100  0  0  0
 0  0 680592 1727928  55156 896252    0    0     0     0 1453 1514  0  0 100  0  0  0
 0  0 680592 1730752  55164 896244    0    0     0    72 1458 1545  0  0 100  0  0  0
 0  0 680592 1733448  55164 896256    8    0     8     4 1502 1536  0  0 100  0  0  0
 1  0 680592 1735584  55196 896272    0    0    16   140 1906 2076  0  0 100  0  0  0
 1  0 680592 1653876  55208 896412    0    0     0   224 2973 2127 11  2 87  0  0  0
 1  0 680592 1684480  55260 896428    4    0     4   284 3311 2476 12  1 87  0  0  0
 0  0 680336 1683624  55336 896632    0    0    48   360 3972 3615 11  1 88  0  0  0
 0  0 680336 1690424  55344 896644    0    0     0    96 1840 1795  0  0 99  0  0  0
 0  0 680336 1698204  55352 896644    0    0     0   236 1535 1608  0  0 100  0  0  0
 3  0 680336 1692620  55384 897108    0    0     0   644 2321 3400  1  1 99  0  0  0
 0  0 680336 1728216  55412 896792    0    0     0  2532 3315 15649  2  1 97  0  0  0
 0  0 680336 1728216  55412 896792    0    0     0     0 1415 1496  0  0 100  0  0  0
 0  0 680336 1734376  55412 896796    0    0     0     0 1732 1652  0  0 99  0  0  0
 0  0 680336 1737848  55436 896800    0    0     0   304 2022 2165  0  0 100  0  0  0
